major,subject_category,subject_details
회계학과,일반선택과목,"수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계, 사회교과 : 경제, 사회ㆍ문화, 생활과 윤리, 기술ㆍ가정교과 : 정보, 생활ㆍ교양교과 : 실용 경제"
회계학과,진로선택과목,"실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구"
회계학과,전문교과Ⅰ,"심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구"
회계학과,전문교과Ⅱ,"회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ㆍ자금, 무역 금융 업무"
방송연예과,공통과목,"음악, 윤리"
방송연예과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
방송연예과,진로선택과목,"음악 연주, 음악 감상과 비평"
방송연예과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
방송연예과,전문교과Ⅱ,음악 콘텐츠 제작 
연극영화과,공통과목,"음악, 윤리"
연극영화과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
연극영화과,진로선택과목,"음악 연주, 음악 감상과 비평"
연극영화과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
연극영화과,전문교과Ⅱ,음악 콘텐츠 제작 
연극영화학과,공통과목,"음악, 윤리"
연극영화학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
연극영화학과,진로선택과목,"음악 연주, 음악 감상과 비평"
연극영화학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
연극영화학과,전문교과Ⅱ,음악 콘텐츠 제작 
건축공학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
건축공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
건축공학과,진로선택과목,"실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
건축공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 생태와 환경, 과학과제 연구, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구"
건축공학과,전문교과Ⅱ,"공업 일반, 건축 일반, 건축 도면 해석과 제도, 프로그래밍"
금형설계과,공통과목,"수학, 과학, 기술ㆍ가정"
금형설계과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
금형설계과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
금형설계과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구"
금형설계과,전문교과Ⅱ,"공업 일반, 기계 제도, 기계 일반, 기계 제어 설계"
산업설비자동화과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
산업설비자동화과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리 , 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
산업설비자동화과,진로선택과목,"실용수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구, 창의 경영, 지식 재산 일반"
산업설비자동화과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법, 사회과제 연구"
산업설비자동화과,전문교과Ⅱ,"공업 일반, 기업과 경영, 프로그래밍, 빅데이터 분석"
건축과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
건축과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
건축과,진로선택과목,"실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
건축과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 생태와 환경, 과학과제 연구, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구"
건축과,전문교과Ⅱ,"건축 일반, 건축 도면 해석과 제도, 프로그래밍"
건축학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
건축학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
건축학과,진로선택과목,"실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
건축학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 생태와 환경, 과학과제 연구, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구"
건축학과,전문교과Ⅱ,"건축 일반, 건축 도면 해석과 제도, 프로그래밍"
토목공학과,공통과목,"수학, 과학, 기술ㆍ가정"
토목공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
토목공학과,진로선택과목,"기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
토목공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학 탐구, 과학과제연구, 생태와 환경"
토목공학과,전문교과Ⅱ,"공업 일반, 토목 일반, 측량, 공간 정보 구축, 공간 정보 융합 서비스"
토목과,공통과목,"수학, 과학, 기술ㆍ가정"
토목과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
토목과,진로선택과목,"기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
토목과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보 과학, 융합과학 탐구, 과학과제연구, 생태와 환경"
토목과,전문교과Ⅱ,"공업 일반, 토목 일반, 측량, 공간 정보 구축, 공간 정보 융합 서비스"
도시건설과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
도시건설과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 세계사, 경제, 사회문화, 생활과 윤리, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ"
도시건설과,진로선택과목,"실용수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구"
도시건설과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 생태와 환경, 지역 이해, 사회과제 연구"
도시건설과,전문교과Ⅱ,"공간 정보 구축, 공간 정보 융합 서비스, 빅테이터 분석, 인간과 환경, 환경보전"
기계과,공통과목,"수학, 과학, 기술ㆍ가정"
기계과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
기계과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
기계과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구"
기계과,전문교과Ⅱ,"공업 일반, 기계 제도, 기계 일반, 기계 제어 설계"
제어계측공학과,공통과목,"수학, 과학, 기술ㆍ가정"
제어계측공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
제어계측공학과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
제어계측공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구"
제어계측공학과,전문교과Ⅱ,"공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획"
제어계측과,공통과목,"수학, 과학, 기술ㆍ가정"
제어계측과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
제어계측과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학일반"
제어계측과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구"
제어계측과,전문교과Ⅱ,"공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획"
실내디자인과,공통과목,"미술, 윤리"
실내디자인과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
실내디자인과,진로선택과목,"미술 창작, 미술 감상과 비평"
실내디자인과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
실내디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
실내디자인학과,공통과목,"미술, 윤리"
실내디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
실내디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
실내디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
실내디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
응용소프트웨어공학과,공통과목,"수학, 과학, 기술ㆍ가정"
응용소프트웨어공학과,일반선택과목,"수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리, 과학교과 : 물리학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
응용소프트웨어공학과,진로선택과목,"실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
응용소프트웨어공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 정보과학, 융합과학탐구, 과학과제연구, 지역 이해,, 사회탐구 방법, 사회과제 연구"
응용소프트웨어공학과,전문교과Ⅱ,"프로그래밍, 자료구조, 빅데이터 분석, 사물 인터넷 서비스 기획"
정보통신공학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
정보통신공학과,일반선택과목,"수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
정보통신공학과,진로선택과목,"실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구"
정보통신공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구"
정보통신공학과,전문교과Ⅱ,"정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호관리"
경찰행정과,공통과목,"사회, 생활ㆍ교양"
경찰행정과,일반선택과목,"사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학"
경찰행정과,진로선택과목,사회문제 탐구
경찰행정과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
경찰행정과,전문교과Ⅱ,"커뮤니케이션, 정보처리와 관리, 컴퓨터 보안, 정보 보호 관리, 빅데이터 분석"
경찰행정학과,공통과목,"사회, 생활ㆍ교양"
경찰행정학과,일반선택과목,"사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학"
경찰행정학과,진로선택과목,사회문제 탐구
경찰행정학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
경찰행정학과,전문교과Ⅱ,"커뮤니케이션, 정보처리와 관리, 컴퓨터 보안, 정보 보호 관리, 빅데이터 분석"
경호스포츠과,공통과목,"체육, 윤리"
경호스포츠과,일반선택과목,"체육교과 : 체육, 운동과 건강, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
경호스포츠과,진로선택과목,"스포츠 생활, 체육 탐구"
경호스포츠과,전문교과Ⅰ,"스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용"
경호스포츠과,전문교과Ⅱ,"인체 구조와 기능, 간호의 기초"
경호학과,공통과목,"체육, 윤리"
경호학과,일반선택과목,"체육교과 : 체육, 운동과 건강, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
경호학과,진로선택과목,"스포츠 생활, 체육 탐구"
경호학과,전문교과Ⅰ,"스포츠개론, 체육지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용"
경호학과,전문교과Ⅱ,"인체 구조와 기능, 간호의 기초"
경영학과,공통과목,"수학, 사회, 기술ㆍ가정, 생활ㆍ교양"
경영학과,일반선택과목,"수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계, 사회교과 : 경제, 생활과 윤리, 기술ㆍ가정교과 : 정보, 생활ㆍ교양교과 : 실용 경제"
경영학과,진로선택과목,"실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구, 창의 경영, 지식 재산 일반"
경영학과,전문교과Ⅰ,"심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구"
경영학과,전문교과Ⅱ,"기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리"
교육학과,공통과목,"국어, 영어, 사회, 윤리"
교육학과,일반선택과목,"사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
교육학과,진로선택과목,"사회문제 탐구, 고전과 윤리"
교육학과,전문교과Ⅰ,"현대 세계의 변화, 사회 탐구 방법 또는 사회과제 연구"
교육학과,전문교과Ⅱ,복지 서비스의 기초
국제통상학과,공통과목,"영어, 사회, 생활ㆍ교양"
국제통상학과,일반선택과목,"영어교과 : 영어 회화, 영어I, 영어 독해와 작문, 영어Ⅱ, 사회교과 : 한국지리, 세계지리, 경제, 사회ㆍ문화, 생활과 윤리, 생활ㆍ교양교과 : 제2외국어I 과목, 심리학, 교육학, 실용 경제"
국제통상학과,진로선택과목,"실용 수학, 실용 영어, 영어권 문화, 진로 영어, 영미 문학 읽기, 사회문제 탐구, 창의 경영, 지식 재산 일반, 제2외국어Ⅱ 과목"
